user_id,user_link,user_name,user_nationality,level_tag,user_level,badge_tag,user_badge,game_tag,user_games,Cluster
76561199522859328,https://steamcommunity.com/profiles/76561199522859328/,月亮捕手,"Jiangsu, China",0-20,2,0-20,2,20-50,22,0
76561199029410079,https://steamcommunity.com/profiles/76561199029410079/,一路向北,,0-20,7,0-20,7,50-100,73,0
76561199551110955,https://steamcommunity.com/profiles/76561199551110955/,执凝,,,-1,None,-1,None,-1,0
76561199048412149,https://steamcommunity.com/profiles/76561199048412149/,百變,,0-20,6,0-20,6,20-50,42,0
76561198448297909,https://steamcommunity.com/profiles/76561198448297909/,霜与雪的羁绊,,0-20,11,None,-1,None,-1,0
76561198128466404,https://steamcommunity.com/profiles/76561198128466404/,rust-ay,,0-20,7,None,-1,None,-1,0
76561198098914663,https://steamcommunity.com/profiles/76561198098914663/,March 5th,China,0-20,10,0-20,5,50-100,90,0
76561198400643870,https://steamcommunity.com/profiles/76561198400643870/,Waz,,0-20,12,0-20,8,100-500,128,0
76561198160418030,https://steamcommunity.com/profiles/76561198160418030/,徐云隐居山林,"Xian, Shaanxi, China",0-20,11,0-20,6,50-100,73,0
p789cs,https://steamcommunity.com/id/p789cs/,p789cs,China,200-300,211,100-500,462,2000-30000,2892,1
76561198419637949,https://steamcommunity.com/profiles/76561198419637949/,比奇堡·蟹老板,"Acworth, Georgia, United States",0-20,7,0-20,4,20-50,45,0
projectdoge,https://steamcommunity.com/id/projectdoge/,Lucky Doge,China,200-300,220,100-500,461,2000-30000,10276,3
76561198817678460,https://steamcommunity.com/profiles/76561198817678460/,执念,,100-200,112,100-500,134,100-500,194,1
76561199493503826,https://steamcommunity.com/profiles/76561199493503826/,火鸡味锅巴,,0-20,4,0-20,5,20-50,25,0
76561198374300612,https://steamcommunity.com/profiles/76561198374300612/,也无风雨也无晴,China,0-20,7,0-20,5,20-50,41,0
visin_h,https://steamcommunity.com/id/visin_h/,visin,"Shenzhen, Guangdong, China",20-50,37,0-20,15,100-500,154,0
1246695229,https://steamcommunity.com/id/1246695229/,UnbelievableMrA,China,20-50,26,20-50,34,50-100,62,2
76561198363689893,https://steamcommunity.com/profiles/76561198363689893/,Dirt_fggjh,,20-50,23,0-20,14,100-500,152,0
76561198327200000,https://steamcommunity.com/profiles/76561198327200000/,Structural mechanics,,0-20,9,0-20,6,50-100,96,0
76561199383885216,https://steamcommunity.com/profiles/76561199383885216/,310,,0-20,4,0-20,5,0-20,17,0
Gaaaaga,https://steamcommunity.com/id/Gaaaaga/,小甜甜,China,20-50,26,0-20,15,50-100,89,0
76561198978852113,https://steamcommunity.com/profiles/76561198978852113/,用我的大ID塞进这个小框,China,0-20,7,0-20,7,20-50,32,0
76561199273751121,https://steamcommunity.com/profiles/76561199273751121/,枫狐,"Suzhou, Jiangsu, China",500-600,525,1000-2000,1517,2000-30000,7413,3
76561199246344359,https://steamcommunity.com/profiles/76561199246344359/,懒杉咖啡,China,0-20,4,0-20,5,20-50,42,0
Smokeydocky,https://steamcommunity.com/id/Smokeydocky/,NOVERTIGOPLZ,China,20-50,38,50-100,51,100-500,205,0
76561199371098336,https://steamcommunity.com/profiles/76561199371098336/,罪临无限,,0-20,6,0-20,5,100-500,158,0
76561198973799605,https://steamcommunity.com/profiles/76561198973799605/,吃面包咬到舌头了,,20-50,21,20-50,22,100-500,125,2
76561198131406776,https://steamcommunity.com/profiles/76561198131406776/,GG_Bond,,0-20,8,0-20,5,20-50,22,0
zhenyuanzhu,https://steamcommunity.com/id/zhenyuanzhu/,VampireSlayer,China,0-20,14,0-20,6,100-500,234,0
76561198800085011,https://steamcommunity.com/profiles/76561198800085011/,Liz3112,,0-20,7,None,-1,None,-1,0
76561199487708212,https://steamcommunity.com/profiles/76561199487708212/,八爪鱼,,0-20,1,None,-1,None,-1,0
76561199144569960,https://steamcommunity.com/profiles/76561199144569960/,赛罗奥特曼0,,50-100,52,20-50,44,100-500,256,0
76561198325501223,https://steamcommunity.com/profiles/76561198325501223/,Ansker羊排,,,-1,None,-1,None,-1,0
76561198161803071,https://steamcommunity.com/profiles/76561198161803071/,tink1109,"Shanghai, Shanghai, China",0-20,7,None,-1,None,-1,0
76561199023886650,https://steamcommunity.com/profiles/76561199023886650/,Takamatsu Tomori,,0-20,16,0-20,13,100-500,130,0
76561198855880713,https://steamcommunity.com/profiles/76561198855880713/,路由器,,0-20,8,0-20,4,50-100,56,0
76561198263081199,https://steamcommunity.com/profiles/76561198263081199/,rogersjie,,,-1,None,-1,None,-1,2
76561198136376501,https://steamcommunity.com/profiles/76561198136376501/,零丶,China,0-20,10,0-20,7,50-100,92,0
76561198403987427,https://steamcommunity.com/profiles/76561198403987427/,418235815,"Hangzhou, Zhejiang, China",0-20,7,0-20,5,50-100,66,0
76561199076177016,https://steamcommunity.com/profiles/76561199076177016/,sabbath,,0-20,10,0-20,9,100-500,101,0
76561198310542044,https://steamcommunity.com/profiles/76561198310542044/,Frozen soul,China,0-20,9,None,-1,None,-1,0
76561198092094196,https://steamcommunity.com/profiles/76561198092094196/,刘奥瑞克,"Chengde, Hebei, China",0-20,13,0-20,6,20-50,48,2
76561198403720195,https://steamcommunity.com/profiles/76561198403720195/,935225933,,0-20,10,0-20,6,100-500,127,0
76561199195229606,https://steamcommunity.com/profiles/76561199195229606/,导师查了我的毕设惊了,"Shanxi, China",0-20,6,0-20,8,50-100,80,0
76561198409981682,https://steamcommunity.com/profiles/76561198409981682/,KUNST,"Deqing, Zhejiang, China",0-20,16,0-20,11,20-50,49,0
shanchex,https://steamcommunity.com/id/shanchex/,shanchex,,200-300,260,500-1000,680,2000-30000,5837,3
76561199558032857,https://steamcommunity.com/profiles/76561199558032857/,不知雪,,,-1,None,-1,None,-1,0
76561198329236526,https://steamcommunity.com/profiles/76561198329236526/,HQ,Viet Nam,0-20,12,None,-1,None,-1,0
76561199385478154,https://steamcommunity.com/profiles/76561199385478154/,chen63524,,0-20,6,None,-1,None,-1,0
IcadoallThings,https://steamcommunity.com/id/IcadoallThings/,G2.esports的NiKo本人,China,0-20,11,0-20,7,50-100,64,0
76561199150880577,https://steamcommunity.com/profiles/76561199150880577/,Cosimo,"Korea, Democratic People's Republic of",0-20,3,0-20,3,20-50,24,0
76561198304612324,https://steamcommunity.com/profiles/76561198304612324/,紫蘇,"Pusan-jikhalsi, Korea, Republic of",50-100,70,0-20,18,500-1000,772,1
76561198196197943,https://steamcommunity.com/profiles/76561198196197943/,Felipe-_-,,0-20,8,0-20,5,20-50,43,0
kawalsky2016,https://steamcommunity.com/id/kawalsky2016/,Killthisbitch,Mexico,0-20,14,0-20,15,100-500,112,0
76561198170498455,https://steamcommunity.com/profiles/76561198170498455/,猫南北,China,0-20,10,None,-1,None,-1,0
76561199369559310,https://steamcommunity.com/profiles/76561199369559310/,爱与和平,China,0-20,7,0-20,6,20-50,31,0
qianxiaoyichana,https://steamcommunity.com/id/qianxiaoyichana/,星瞳,Canada,0-20,9,None,-1,None,-1,0
76561199200312578,https://steamcommunity.com/profiles/76561199200312578/,余良,,0-20,8,0-20,6,50-100,85,0
76561199346926656,https://steamcommunity.com/profiles/76561199346926656/,蜡笔小旧,,0-20,4,0-20,6,0-20,8,0
76561199274665613,https://steamcommunity.com/profiles/76561199274665613/,3271153513,,0-20,6,0-20,4,20-50,28,0
76561199439735082,https://steamcommunity.com/profiles/76561199439735082/,champloo,"Xiantao, Hubei, China",0-20,4,0-20,4,20-50,41,0
76561199472071464,https://steamcommunity.com/profiles/76561199472071464/,Liwer,,0-20,2,0-20,2,20-50,20,0
76561198285785621,https://steamcommunity.com/profiles/76561198285785621/,Chiyako,China,50-100,60,20-50,27,100-500,115,0
76561198190357211,https://steamcommunity.com/profiles/76561198190357211/,空谷风吟,"Yuzhou, Henan, China",0-20,9,None,-1,None,-1,0
76561198365954640,https://steamcommunity.com/profiles/76561198365954640/,三五一十五丶,"Lanzhou, Gansu, China",0-20,7,None,-1,None,-1,0
MisakaMikotoG,https://steamcommunity.com/id/MisakaMikotoG/,Misaka-Mikoto-G,"Shanghai, Shanghai, China",200-300,228,100-500,408,2000-30000,7057,3
76561198831531777,https://steamcommunity.com/profiles/76561198831531777/,情人眼里出老八,China,0-20,8,0-20,6,50-100,61,0
76561199072891172,https://steamcommunity.com/profiles/76561199072891172/,Chaonima-Xiocou,,0-20,4,0-20,3,0-20,16,0
Ro5er666,https://steamcommunity.com/id/Ro5er666/,Ro5er,United Kingdom (Great Britain),0-20,5,0-20,4,0-20,4,0
76561198362464926,https://steamcommunity.com/profiles/76561198362464926/,Delicat,"Chongqing, China",20-50,21,20-50,27,50-100,78,0
76561198117552602,https://steamcommunity.com/profiles/76561198117552602/,Jovi,,0-20,9,None,-1,None,-1,0
76561199580255005,https://steamcommunity.com/profiles/76561199580255005/,倾城,,20-50,24,0-20,11,20-50,39,0
76561198842597814,https://steamcommunity.com/profiles/76561198842597814/,我对萌王一心一意,,,-1,None,-1,None,-1,0
qq56,https://steamcommunity.com/id/qq56/,金木研,"Tokyo, Japan",100-200,111,100-500,134,500-1000,766,1
76561198309903897,https://steamcommunity.com/profiles/76561198309903897/,⎛⎝FrankHJJ⎠⎞,"Qiqihar, Heilongjiang, China",100-200,107,100-500,282,1000-2000,1237,1
76561198079250103,https://steamcommunity.com/profiles/76561198079250103/,UnnamedPlayerA,Canada,100-200,105,100-500,251,100-500,431,1
76561199247029703,https://steamcommunity.com/profiles/76561199247029703/,SaltFish,,0-20,4,0-20,5,0-20,9,0
76561199445712288,https://steamcommunity.com/profiles/76561199445712288/,ygtrece,,0-20,4,0-20,4,50-100,52,0
Kurt_Sun,https://steamcommunity.com/id/Kurt_Sun/,Kurt_Sun,China,0-20,11,0-20,8,50-100,71,0
76561198111672646,https://steamcommunity.com/profiles/76561198111672646/,Heros,China,0-20,10,0-20,5,50-100,70,0
76561199541252897,https://steamcommunity.com/profiles/76561199541252897/,离我远点我有病啊,,0-20,6,0-20,6,20-50,32,0
76561198418502499,https://steamcommunity.com/profiles/76561198418502499/,无限,,,-1,None,-1,None,-1,0
76561199517287730,https://steamcommunity.com/profiles/76561199517287730/,779929095,,0-20,3,0-20,3,20-50,24,0
76561198163993934,https://steamcommunity.com/profiles/76561198163993934/,更深的蓝,China,0-20,11,None,-1,None,-1,0
76561199124734064,https://steamcommunity.com/profiles/76561199124734064/,CanCanNeedNewNew,,,-1,None,-1,None,-1,0
76561199420733603,https://steamcommunity.com/profiles/76561199420733603/,Zorion,,20-50,36,20-50,34,100-500,427,0
76561198394995918,https://steamcommunity.com/profiles/76561198394995918/,liangliangliangliang,"Fushun, Liaoning, China",0-20,6,None,-1,None,-1,0
76561198378513952,https://steamcommunity.com/profiles/76561198378513952/,Sake drunkenness,"Shaoguan, Guangdong, China",0-20,10,0-20,7,100-500,102,0
76561199002185327,https://steamcommunity.com/profiles/76561199002185327/,yuxiao,"Hangzhou, Zhejiang, China",0-20,6,0-20,4,50-100,64,0
76561199014723651,https://steamcommunity.com/profiles/76561199014723651/,Timmy,,0-20,12,None,-1,None,-1,0
76561198371845704,https://steamcommunity.com/profiles/76561198371845704/,丁菊长,,0-20,10,0-20,5,100-500,105,0
76561198810059293,https://steamcommunity.com/profiles/76561198810059293/,魔法☆梅莉,,,-1,None,-1,None,-1,0
133152101,https://steamcommunity.com/id/133152101/,𝓢𝓾𝔃𝓾𝔂𝓪,"Wuhan, Hubei, China",50-100,86,100-500,172,500-1000,794,1
76561199157369937,https://steamcommunity.com/profiles/76561199157369937/,806149742,,0-20,4,0-20,4,20-50,22,0
76561198894525245,https://steamcommunity.com/profiles/76561198894525245/,𝕲𝖀𝕬𝕹-𝕸𝕴𝕹㋡,,,-1,None,-1,None,-1,0
xdcf2010,https://steamcommunity.com/id/xdcf2010/,Fardream,"Chengdu, Sichuan, China",0-20,11,0-20,7,100-500,134,0
76561198410847882,https://steamcommunity.com/profiles/76561198410847882/,516748919,,0-20,5,None,-1,None,-1,0
76561199055118258,https://steamcommunity.com/profiles/76561199055118258/,尤利乌斯丶西瓜,,0-20,4,None,-1,None,-1,0
76561199312989402,https://steamcommunity.com/profiles/76561199312989402/,题序等你回,"Shandong, China",0-20,4,0-20,5,0-20,15,0
76561198354307291,https://steamcommunity.com/profiles/76561198354307291/,Nothiry,"Yangzhou, Jiangsu, China",0-20,7,0-20,5,20-50,39,0
Nameless_1018,https://steamcommunity.com/id/Nameless_1018/,罗贯中,,,-1,None,-1,None,-1,0
76561199484103891,https://steamcommunity.com/profiles/76561199484103891/,stnk,,,-1,None,-1,None,-1,0
76561198098536472,https://steamcommunity.com/profiles/76561198098536472/,衬衫的价格是九磅十五便士,,0-20,15,0-20,12,100-500,142,0
76561198131973218,https://steamcommunity.com/profiles/76561198131973218/,越后之龙,China,20-50,25,20-50,24,100-500,237,0
76561198248321724,https://steamcommunity.com/profiles/76561198248321724/,Intro,,0-20,9,0-20,5,50-100,55,2
76561198090801494,https://steamcommunity.com/profiles/76561198090801494/,jingpenguin,,0-20,16,0-20,8,500-1000,503,0
76561198370820315,https://steamcommunity.com/profiles/76561198370820315/,𝓘𝓻𝓮𝓷𝓮,"Shenzhen, Guangdong, China",50-100,82,None,-1,None,-1,0
76561198858983011,https://steamcommunity.com/profiles/76561198858983011/,白龙,,0-20,7,None,-1,None,-1,0
76561198386184439,https://steamcommunity.com/profiles/76561198386184439/,Giotto,"Shenzhen, Guangdong, China",0-20,9,0-20,7,50-100,99,0
MNKRay,https://steamcommunity.com/id/MNKRay/,MNKRay,China,0-20,13,0-20,13,100-500,182,0
76561199298483594,https://steamcommunity.com/profiles/76561199298483594/,无怒超人,,0-20,6,0-20,8,20-50,41,0
76561199196988300,https://steamcommunity.com/profiles/76561199196988300/,2898816235,,0-20,6,0-20,5,100-500,101,0
76561198400071688,https://steamcommunity.com/profiles/76561198400071688/,bgone,,50-100,84,50-100,74,1000-2000,1344,1
76561198316417942,https://steamcommunity.com/profiles/76561198316417942/,木月,,0-20,10,0-20,7,20-50,24,0
76561198225436352,https://steamcommunity.com/profiles/76561198225436352/,巴黎瑰儿卡斯兰,,0-20,8,0-20,5,20-50,20,0
76561198088479081,https://steamcommunity.com/profiles/76561198088479081/,道之心猿须悟空,"Shanghai, Shanghai, China",0-20,12,0-20,6,100-500,172,0
76561198077752412,https://steamcommunity.com/profiles/76561198077752412/,光滑的蓝胖子,China,20-50,39,20-50,23,2000-30000,2589,1
2782093688,https://steamcommunity.com/id/2782093688/,别搞我,,0-20,2,0-20,2,0-20,12,0
76561199350968356,https://steamcommunity.com/profiles/76561199350968356/,托马斯回旋爆炸马桶,"Pingdingshan, Henan, China",0-20,11,0-20,9,50-100,93,0
Novaloasuka,https://steamcommunity.com/id/Novaloasuka/,电台司令,"Xiamen, Fujian, China",100-200,104,100-500,107,100-500,395,1
76561198818403038,https://steamcommunity.com/profiles/76561198818403038/,Laurence,,20-50,29,20-50,27,100-500,126,0
76561199050171371,https://steamcommunity.com/profiles/76561199050171371/,宣尺,,0-20,11,0-20,7,50-100,78,0
76561199388657070,https://steamcommunity.com/profiles/76561199388657070/,青青草原沸羊羊,,0-20,4,0-20,4,0-20,18,0
76561198401812604,https://steamcommunity.com/profiles/76561198401812604/,vv,,20-50,26,0-20,13,100-500,235,0
76561199345317308,https://steamcommunity.com/profiles/76561199345317308/,3209084193,,0-20,3,None,-1,None,-1,0
SuenGallen,https://steamcommunity.com/id/SuenGallen/,童,China,300-400,333,1000-2000,1037,500-1000,521,3
76561199130270953,https://steamcommunity.com/profiles/76561199130270953/,3zc,,20-50,41,50-100,62,100-500,137,0
545115212,https://steamcommunity.com/id/545115212/,Asuka,"Hangzhou, Zhejiang, China",20-50,41,20-50,34,20-50,29,0
bluephoenixfly,https://steamcommunity.com/id/bluephoenixfly/,bluephoenix150（小星）,"Changsha, Hunan, China",200-300,253,1000-2000,1908,2000-30000,9391,3
76561198986853675,https://steamcommunity.com/profiles/76561198986853675/,旺巾,China,0-20,17,0-20,19,50-100,63,0
48f7ad1d57ad84,https://steamcommunity.com/id/48f7ad1d57ad84/,韩佳人,China,0-20,9,0-20,4,20-50,32,0
76561198378768080,https://steamcommunity.com/profiles/76561198378768080/,white,"Pingdingshan, Henan, China",0-20,7,0-20,5,20-50,26,0
76561198069194324,https://steamcommunity.com/profiles/76561198069194324/,seom,"Guilin, Guangxi, China",0-20,9,None,-1,None,-1,0
76561198930258956,https://steamcommunity.com/profiles/76561198930258956/,还在嘴硬,"Yunnan, China",0-20,13,None,-1,None,-1,0
76561198356110345,https://steamcommunity.com/profiles/76561198356110345/,Jack12370,China,100-200,110,100-500,113,100-500,359,1
76561198129308801,https://steamcommunity.com/profiles/76561198129308801/,无心,China,50-100,63,20-50,32,1000-2000,1545,1
K1mmy0201,https://steamcommunity.com/id/K1mmy0201/,K1mmy^,,0-20,14,0-20,8,50-100,59,0
76561198148937359,https://steamcommunity.com/profiles/76561198148937359/,板边睡觉高高手,,20-50,27,0-20,12,100-500,243,0
76561198849578455,https://steamcommunity.com/profiles/76561198849578455/,带师兄孙笑川,,0-20,9,0-20,6,50-100,67,0
a1950901217,https://steamcommunity.com/id/a1950901217/,果果牛,,,-1,None,-1,None,-1,0
76561199385507204,https://steamcommunity.com/profiles/76561199385507204/,Tuksey,China,0-20,3,0-20,3,20-50,23,0
76561199055679366,https://steamcommunity.com/profiles/76561199055679366/,天堂烤肉,,0-20,11,None,-1,None,-1,0
76561198002696497,https://steamcommunity.com/profiles/76561198002696497/,小疯,,0-20,11,0-20,7,50-100,81,0
76561199117880800,https://steamcommunity.com/profiles/76561199117880800/,zizu,,,-1,None,-1,None,-1,0
76561198372559603,https://steamcommunity.com/profiles/76561198372559603/,给你说不得行,,0-20,8,0-20,4,50-100,92,0
4698775,https://steamcommunity.com/id/4698775/,Aras7Krtom,"Beijing, China",50-100,55,20-50,37,100-500,191,0
76561198323852317,https://steamcommunity.com/profiles/76561198323852317/,Newoustain,,0-20,8,0-20,6,20-50,37,0
76561198958269253,https://steamcommunity.com/profiles/76561198958269253/,Sokira,,50-100,54,0-20,14,100-500,162,0
76561198361163351,https://steamcommunity.com/profiles/76561198361163351/,战车里的豪杰,China,20-50,33,20-50,35,100-500,171,0
76561199525988728,https://steamcommunity.com/profiles/76561199525988728/,小冰棍,,0-20,10,0-20,9,20-50,28,0
76561198317581821,https://steamcommunity.com/profiles/76561198317581821/,葬花花和尚。,China,0-20,12,0-20,11,100-500,172,0
76561199027255986,https://steamcommunity.com/profiles/76561199027255986/,Leon ist hier,,0-20,4,None,-1,None,-1,0
76561198271236678,https://steamcommunity.com/profiles/76561198271236678/,Pait.,"Shantou, Guangdong, China",0-20,10,0-20,7,100-500,109,0
330781,https://steamcommunity.com/id/330781/,香芋地瓜粥,China,50-100,52,20-50,38,100-500,175,0
HHHTHOT,https://steamcommunity.com/id/HHHTHOT/,五里营小地主,China,50-100,50,20-50,47,20-50,34,0
76561199139824077,https://steamcommunity.com/profiles/76561199139824077/,珊迪来自德克萨斯,,0-20,7,0-20,7,50-100,50,2
76561198858501968,https://steamcommunity.com/profiles/76561198858501968/,CASTIEL,,0-20,7,None,-1,None,-1,0
76561199383944641,https://steamcommunity.com/profiles/76561199383944641/,LIUCCY,,,-1,None,-1,None,-1,0
tutle1985,https://steamcommunity.com/id/tutle1985/,刘美工Tutle,"Shenzhen, Guangdong, China",20-50,24,20-50,25,100-500,449,0
76561199493539892,https://steamcommunity.com/profiles/76561199493539892/,梵诺·夏德,,0-20,2,None,-1,None,-1,0
ghostvast,https://steamcommunity.com/id/ghostvast/,白小,,20-50,28,20-50,33,100-500,203,0
76561198368245379,https://steamcommunity.com/profiles/76561198368245379/,happbo,China,0-20,11,None,-1,None,-1,0
76561198275406760,https://steamcommunity.com/profiles/76561198275406760/,HEIDI,,20-50,26,0-20,9,50-100,71,0
76561199522884462,https://steamcommunity.com/profiles/76561199522884462/,Mr.Min,,20-50,22,0-20,6,20-50,36,0
76561199029720978,https://steamcommunity.com/profiles/76561199029720978/,界-徐盛,China,0-20,8,None,-1,None,-1,0
76561198436296878,https://steamcommunity.com/profiles/76561198436296878/,McCree,Canada,20-50,39,0-20,16,50-100,71,0
76561198068476837,https://steamcommunity.com/profiles/76561198068476837/,Karan,,50-100,54,50-100,71,500-1000,696,2
FuckingLoserMT,https://steamcommunity.com/id/FuckingLoserMT/,FuckingLoserMT,"Beijing, China",0-20,11,None,-1,None,-1,2
1017467886,https://steamcommunity.com/id/1017467886/,Morningstar,"Qingdao, Shandong, China",0-20,7,0-20,4,20-50,27,0
76561199553008687,https://steamcommunity.com/profiles/76561199553008687/,13241224589,,0-20,5,None,-1,None,-1,0
76561199564648138,https://steamcommunity.com/profiles/76561199564648138/,2023289060,,,-1,None,-1,None,-1,0
76561198426624371,https://steamcommunity.com/profiles/76561198426624371/,可乐炸鸡红豆奶茶,China,0-20,7,0-20,4,50-100,80,0
76561199515821018,https://steamcommunity.com/profiles/76561199515821018/,行舟,,0-20,2,0-20,3,0-20,16,0
76561198283537129,https://steamcommunity.com/profiles/76561198283537129/,🚫LinZK,,0-20,8,0-20,5,20-50,31,0
76561198441322235,https://steamcommunity.com/profiles/76561198441322235/,平凡且普通,"Xinyang, Henan, China",0-20,5,0-20,4,0-20,8,0
76561198968080342,https://steamcommunity.com/profiles/76561198968080342/,月出,,0-20,6,0-20,5,20-50,32,0
n3cooling,https://steamcommunity.com/id/n3cooling/,n3cooling,,50-100,78,50-100,66,100-500,464,1
76561199086598421,https://steamcommunity.com/profiles/76561199086598421/,刁诈恶徒,,0-20,11,0-20,9,50-100,71,0
76561198866960468,https://steamcommunity.com/profiles/76561198866960468/,Aaron89757,,0-20,9,None,-1,None,-1,0
76561199628428336,https://steamcommunity.com/profiles/76561199628428336/,wenqwei15,,0-20,1,None,-1,None,-1,0
76561198063934906,https://steamcommunity.com/profiles/76561198063934906/,汉献帝·拜拉席恩,,0-20,9,0-20,4,20-50,35,0
76561197976806741,https://steamcommunity.com/profiles/76561197976806741/,population2001,,,-1,None,-1,None,-1,0
76561198128674850,https://steamcommunity.com/profiles/76561198128674850/,1207030863,,0-20,8,0-20,3,50-100,51,0
76561198378319878,https://steamcommunity.com/profiles/76561198378319878/,汐,,,-1,None,-1,None,-1,0
76561198846462560,https://steamcommunity.com/profiles/76561198846462560/,ENderator,,20-50,30,20-50,41,100-500,156,0
76561198950882674,https://steamcommunity.com/profiles/76561198950882674/,我要月亮奔我而来,,20-50,40,20-50,23,50-100,62,0
76561198304530826,https://steamcommunity.com/profiles/76561198304530826/,恐怖双刀人,"Jiangsu, China",0-20,17,0-20,14,100-500,100,0
76561198132939024,https://steamcommunity.com/profiles/76561198132939024/,玩你大爷,,,-1,None,-1,None,-1,0
1140622939,https://steamcommunity.com/id/1140622939/,Peninsula Ironbox,,50-100,64,50-100,50,500-1000,590,0
76561198418342310,https://steamcommunity.com/profiles/76561198418342310/,areswy,,0-20,6,None,-1,None,-1,0
76561199040438866,https://steamcommunity.com/profiles/76561199040438866/,百处,,0-20,5,None,-1,None,-1,0
LOVEDJY,https://steamcommunity.com/id/LOVEDJY/,肥格,,,-1,None,-1,None,-1,0
76561199100861579,https://steamcommunity.com/profiles/76561199100861579/,在江和湖之间选择了塘,China,0-20,4,0-20,4,0-20,18,0
76561199598066321,https://steamcommunity.com/profiles/76561199598066321/,1151760041,,0-20,1,0-20,1,20-50,22,0
76561198411942974,https://steamcommunity.com/profiles/76561198411942974/,哆啦是只猫,,0-20,6,0-20,3,20-50,35,0
76561199329331746,https://steamcommunity.com/profiles/76561199329331746/,Nero泡沫,,0-20,5,0-20,6,20-50,30,2
2132333,https://steamcommunity.com/id/2132333/,遍地哀鸿满城血,"Guiyang, Guizhou, China",0-20,14,0-20,10,100-500,262,0
76561198985645999,https://steamcommunity.com/profiles/76561198985645999/,DoItInTheAM,,0-20,9,0-20,9,20-50,34,0
651803971,https://steamcommunity.com/id/651803971/,Repi0n,"Sichuan, China",20-50,20,20-50,26,20-50,46,0
76561198833037033,https://steamcommunity.com/profiles/76561198833037033/,怎么这么吊你们,,20-50,41,20-50,46,100-500,250,0
76561198110613329,https://steamcommunity.com/profiles/76561198110613329/,DAMIE,,,-1,None,-1,None,-1,0
76561198209094409,https://steamcommunity.com/profiles/76561198209094409/,Ellie,,50-100,57,50-100,58,100-500,357,0
76561199011810466,https://steamcommunity.com/profiles/76561199011810466/,逸建联,,0-20,5,None,-1,None,-1,0
76561199086647598,https://steamcommunity.com/profiles/76561199086647598/,白炸天,China,0-20,8,0-20,6,50-100,75,0
QQ1075434107,https://steamcommunity.com/id/QQ1075434107/,老卫-,"Yingshang, Anhui, China",300-400,390,,3318,2000-30000,5560,3
Suezalat,https://steamcommunity.com/id/Suezalat/,Tom Can Do Anything,,20-50,26,0-20,8,50-100,87,2
BigHatPPP,https://steamcommunity.com/id/BigHatPPP/,BuSkyy,,100-200,198,20-50,42,500-1000,651,1
76561198202809272,https://steamcommunity.com/profiles/76561198202809272/,wanghong1101,,0-20,8,0-20,3,50-100,88,0
76561198398485076,https://steamcommunity.com/profiles/76561198398485076/,狐孑虫,,,-1,None,-1,None,-1,0
76561198976312170,https://steamcommunity.com/profiles/76561198976312170/,乱臣牛子,"Hunan, China",0-20,14,0-20,12,20-50,28,0
76561198226631472,https://steamcommunity.com/profiles/76561198226631472/,白银低分狗,China,20-50,26,None,-1,None,-1,0
76561199029391225,https://steamcommunity.com/profiles/76561199029391225/,Pxs-Sooyaaa,China,0-20,13,0-20,16,100-500,148,0
76561199181187284,https://steamcommunity.com/profiles/76561199181187284/,Alpacino,China,0-20,12,0-20,7,50-100,62,0
76561199029188171,https://steamcommunity.com/profiles/76561199029188171/,悠哉小邱,China,0-20,3,0-20,2,0-20,13,0
CheifH,https://steamcommunity.com/id/CheifH/,CheifH,"Yangzhou, Jiangsu, China",0-20,9,0-20,6,100-500,124,0
76561199354416038,https://steamcommunity.com/profiles/76561199354416038/,Eureκa,,0-20,9,0-20,9,50-100,97,0
76561198042879365,https://steamcommunity.com/profiles/76561198042879365/,RAmen,China,20-50,26,20-50,37,100-500,138,0
76561198262647250,https://steamcommunity.com/profiles/76561198262647250/,uesugisei,"Suita, Osaka, Japan",0-20,8,0-20,6,50-100,55,0
76561199313426050,https://steamcommunity.com/profiles/76561199313426050/,卡农,,0-20,4,0-20,5,0-20,12,0
76561198316668194,https://steamcommunity.com/profiles/76561198316668194/,尾巴尾巴,,,-1,None,-1,None,-1,0
76561198960100855,https://steamcommunity.com/profiles/76561198960100855/,无心丨青辰,,0-20,4,0-20,2,20-50,23,0
76561198363076316,https://steamcommunity.com/profiles/76561198363076316/,大定,"Mentougou, Beijing, China",0-20,7,None,-1,None,-1,0
76561199049600929,https://steamcommunity.com/profiles/76561199049600929/,paper,,20-50,22,None,-1,None,-1,0
543273232531261,https://steamcommunity.com/id/543273232531261/,Crayon Shin-chan,"Berkeley, California, United States",50-100,66,50-100,54,100-500,231,2
76561199037222425,https://steamcommunity.com/profiles/76561199037222425/,王舍人彭于晏,,0-20,4,0-20,4,0-20,17,0
76561198256825048,https://steamcommunity.com/profiles/76561198256825048/,琦玉cc,"Yancheng, Jiangsu, China",0-20,9,None,-1,None,-1,0
76561198273214562,https://steamcommunity.com/profiles/76561198273214562/,除膜慰道,,0-20,8,None,-1,None,-1,0
greenzilong,https://steamcommunity.com/id/greenzilong/,Kaffu,"Guangdong, China",20-50,20,20-50,20,100-500,358,2
Huaisha2049,https://steamcommunity.com/id/Huaisha2049/,怀沙2049,,100-200,100,100-500,215,50-100,69,1
76561198070578922,https://steamcommunity.com/profiles/76561198070578922/,闷声发大财,"Hangzhou, Zhejiang, China",0-20,9,0-20,4,20-50,48,0
